station,name,state,lat,lon,date,tl_i,tl_ii,tl_iii,tlmax,tlmin,rr,rr_i,rr_iii,so_h,so_h_flag
173,Schröcken,Vorarlberg,47.26167,10.08611,2025-07-13,12.6,21.4,18.9,22.4,12.1,3.1,1.5,1.4,7.1,10
174,Mittelberg,Vorarlberg,47.32333,10.1525,2025-07-13,11.6,22.0,17.8,23.3,11.2,1.7,,1.0,5.8,0
175,Innsbruck Flughafen,Tirol,47.25999,11.35667,2025-07-13,15.9,22.3,23.3,25.3,13.7,0.3,0.2,0.3,5.9,10
176,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,2025-07-13,10.9,10.4,13.5,17.3,9.2,,,,4.5,10
178,Hochfilzen,Tirol,47.47028,12.62111,2025-07-13,12.7,17.2,17.2,23.5,11.6,1.0,-1.0,0.9,5.3,10
179,Ramsau am Dachstein,Steiermark,47.42514,13.63428,2025-07-13,10.8,22.5,13.8,23.4,9.9,10.0,0.3,10.0,5.8,10
180,Rechnitz,Burgenland,47.30139,16.45417,2025-07-13,19.3,28.7,24.4,29.6,14.9,,-1.0,-1.0,11.1,0
181,Bludenz,Vorarlberg,47.14778,9.82944,2025-07-13,16.2,25.8,23.1,27.0,14.6,2.3,0.5,2.3,4.6,10
182,Oberwölz,Steiermark,47.20206,14.28669,2025-07-13,12.2,19.0,15.7,22.8,10.8,6.1,4.6,6.1,4.6,10
183,Güssing,Burgenland,47.0625,16.32186,2025-07-13,19.0,28.9,26.2,30.0,13.9,-1.0,0.4,-1.0,11.1,0
184,Pitztaler Gletscher,Tirol,46.92706,10.87914,2025-07-13,5.9,6.1,6.5,8.4,4.2,5.8,-1.0,5.8,2.3,10
185,St.Jakob im Defereggental,Tirol,46.91694,12.35389,2025-07-13,10.9,18.2,15.7,20.4,9.0,0.5,4.6,0.5,2.2,10
187,Friesach,Kärnten,46.95861,14.40583,2025-07-13,14.4,24.8,19.3,25.8,10.5,-1.0,1.7,-1.0,6.1,10
188,Völkermarkt-Goldbrunnhof,Kärnten,46.670834,14.639167,2025-07-13,17.3,26.5,23.7,27.7,11.5,-1.0,-1.0,-1.0,11.0,10
189,Melk,Niederösterreich,48.20972,15.33139,2025-07-13,17.9,28.4,25.0,29.4,12.2,,,,12.9,10
192,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-13,17.0,27.3,24.1,28.6,12.5,0.5,-1.0,-1.0,13.1,10
193,Jauerling,Niederösterreich,48.33447,15.33911,2025-07-13,17.0,24.0,20.7,24.3,14.1,-1.0,-1.0,-1.0,12.4,10
195,Mittersill,Salzburg,47.279167,12.495833,2025-07-13,13.2,22.0,17.3,23.9,10.1,1.6,-1.0,1.6,6.4,10
196,Patscherkofel,Tirol,47.20889,11.46222,2025-07-13,7.4,11.2,9.8,12.1,5.6,,1.6,,4.9,0
197,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-13,18.5,29.2,20.6,29.4,12.6,,,1.3,10.3,0
198,Pörtschach,Kärnten,46.63083,14.16528,2025-07-13,18.6,26.1,24.1,28.8,13.6,,-1.0,,9.7,0
199,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-13,16.2,27.4,24.5,29.5,11.3,-1.0,-1.0,-1.0,11.5,10
200,Gleisdorf,Steiermark,47.11556,15.70806,2025-07-13,18.0,27.9,19.7,28.9,12.1,12.2,-1.0,12.2,9.8,10
202,Wörterberg,Burgenland,47.22619,16.09678,2025-07-13,17.6,27.5,19.8,28.0,13.6,0.5,-1.0,0.5,11.1,10
203,Fresach,Kärnten,46.71528,13.68528,2025-07-13,15.0,24.9,21.1,26.3,12.4,-1.0,-1.0,-1.0,3.7,10
204,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-13,16.2,28.6,25.1,29.3,12.6,-1.0,-1.0,-1.0,12.9,10
205,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-13,15.0,18.0,14.6,18.9,10.1,-1.0,-1.0,-1.0,9.9,10
206,Loibl Tunnel,Kärnten,46.44389,14.24917,2025-07-13,16.1,19.7,15.6,20.1,13.6,2.4,0.0,2.4,4.6,10
210,St.Leonhard im Pitztal,Tirol,47.02722,10.86556,2025-07-13,11.4,18.5,13.2,19.6,8.5,,-1.0,,2.3,0
213,Sonnblick,Salzburg,47.05417,12.9575,2025-07-13,1.5,3.6,3.5,4.1,0.4,2.2,-1.0,2.2,1.5,0
214,Söll,Tirol,47.50306,12.20028,2025-07-13,14.2,22.0,20.3,24.9,12.0,0.2,0.2,0.0,5.5,10
215,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-13,17.5,28.0,25.9,29.4,13.1,-1.0,-1.0,-1.0,11.0,10
217,Kapfenberg Flugfeld,Steiermark,47.45833,15.33556,2025-07-13,14.2,26.2,17.6,26.8,12.6,0.3,2.1,0.3,5.3,10
218,Andau,Burgenland,47.77,17.03556,2025-07-13,19.9,30.0,22.2,30.5,13.6,4.2,-1.0,2.7,9.7,10
220,Gaschurn,Vorarlberg,46.980278,10.031667,2025-07-13,13.3,21.7,18.2,22.4,11.7,2.1,-1.0,2.1,2.6,10
221,Stockerau,Niederösterreich,48.409833,16.190861,2025-07-13,17.8,28.4,24.6,29.5,14.0,-1.0,-1.0,-1.0,11.6,10
222,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-13,19.4,29.1,25.3,30.0,12.7,,-1.0,-1.0,11.7,0
500,Litschau,Niederösterreich,48.95464,15.03831,2025-07-13,15.9,24.9,22.8,27.1,12.0,-1.0,0.3,-1.0,10.0,10
726,Raabs an der Thaya,Niederösterreich,48.84806,15.50194,2025-07-13,15.3,25.6,26.1,28.1,11.6,-1.0,-1.0,-1.0,10.8,10
901,Retz,Niederösterreich,48.75361,15.95,2025-07-13,,,,,,-1.0,-1.0,-1.0,,0
905,Retz,Niederösterreich,48.76111,15.94167,2025-07-13,18.0,27.3,25.8,29.5,15.0,-1.0,-1.0,-1.0,11.8,10
1401,Kollerschlag,Oberösterreich,48.60278,13.83917,2025-07-13,17.9,23.8,23.8,25.5,11.1,-1.0,-1.0,-1.0,13.0,10
1416,Rohrbach,Oberösterreich,48.56722,14.00444,2025-07-13,16.1,24.7,24.4,25.9,11.4,-1.0,-1.0,-1.0,12.9,10
1602,Freistadt,Oberösterreich,48.49472,14.50639,2025-07-13,14.6,24.9,23.8,27.3,10.5,-1.0,-1.0,-1.0,12.1,10
1730,Schwarzau im Freiwald,Niederösterreich,48.668056,14.739445,2025-07-13,13.3,23.7,19.7,24.0,5.8,-1.0,-1.0,-1.0,,10
1802,Weitra,Niederösterreich,48.70222,14.89861,2025-07-13,15.4,26.0,25.2,27.3,11.7,-1.0,-1.0,-1.0,11.1,10
1906,Allentsteig,Niederösterreich,48.69083,15.36694,2025-07-13,16.6,26.2,24.1,26.7,12.0,-1.0,-1.0,-1.0,10.3,10
1920,Stift Zwettl,Niederösterreich,48.61778,15.20361,2025-07-13,14.8,27.3,21.2,27.6,10.3,-1.0,-1.0,-1.0,10.7,10
2116,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-13,17.5,28.0,25.9,29.4,13.1,-1.0,-1.0,-1.0,11.0,10
2117,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-13,16.2,27.4,24.5,29.5,11.3,-1.0,-1.0,-1.0,11.5,10
2207,Schöngrabern,Niederösterreich,48.60333,16.06167,2025-07-13,18.3,28.9,24.9,30.3,13.6,-1.0,-1.0,-1.0,11.1,10
2401,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,2025-07-13,16.6,28.9,26.3,30.8,14.9,-1.0,-1.0,-1.0,9.8,10
2415,Leiser Berge,Niederösterreich,48.55889,16.37167,2025-07-13,17.0,26.2,22.8,27.8,15.0,-1.0,-1.0,-1.0,10.6,10
2430,Mistelbach,Niederösterreich,48.57083,16.60944,2025-07-13,18.9,29.8,25.4,31.2,14.3,-1.0,-1.0,-1.0,11.2,10
2503,Poysdorf Ost,Niederösterreich,48.66917,16.6375,2025-07-13,18.1,29.2,26.2,30.5,15.1,-1.0,-1.0,-1.0,10.4,10
2602,Hohenau,Niederösterreich,48.605835,16.913055,2025-07-13,20.2,29.1,26.4,30.2,14.4,-1.0,-1.0,-1.0,12.6,10
2902,Reichersberg,Oberösterreich,48.33111,13.37611,2025-07-13,18.2,28.4,24.5,29.4,11.8,-1.0,-1.0,-1.0,13.9,10
2910,Schärding,Oberösterreich,48.46428,13.43453,2025-07-13,16.8,28.2,26.7,29.6,13.3,-1.0,-1.0,-1.0,13.0,10
3111,Waizenkirchen,Oberösterreich,48.32656,13.86458,2025-07-13,,,,,,,,,13.7,10
3202,Linz Stadt,Oberösterreich,48.29639,14.28528,2025-07-13,17.7,27.7,25.8,29.0,14.0,-1.0,-1.0,-1.0,13.1,10
3315,Reichenau im Mühlkreis,Oberösterreich,48.45917,14.34556,2025-07-13,17.0,24.6,23.6,25.8,11.1,-1.0,-1.0,-1.0,12.9,10
3425,Bad Zell,Oberösterreich,48.355,14.66361,2025-07-13,15.6,25.6,25.4,26.9,11.2,-1.0,-1.0,-1.0,12.6,10
3520,Bärnkopf,Niederösterreich,48.39111,15.00278,2025-07-13,18.0,22.8,20.8,24.0,13.3,-1.0,-1.0,-1.0,11.9,10
3702,Jauerling Gipfel,Niederösterreich,48.33447,15.33911,2025-07-13,17.0,24.0,20.7,24.3,14.1,-1.0,-1.0,-1.0,12.4,10
3805,Krems,Niederösterreich,48.41861,15.62222,2025-07-13,18.0,30.3,26.6,31.1,13.0,0.1,-1.0,0.1,12.0,10
3811,Langenlois,Niederösterreich,48.4725,15.69722,2025-07-13,17.7,28.9,26.3,30.9,13.7,-1.0,-1.0,-1.0,12.0,10
4026,Stockerau Flugplatz,Niederösterreich,48.409833,16.190861,2025-07-13,17.8,28.4,24.6,29.5,14.0,-1.0,-1.0,-1.0,11.6,10
4081,Langenlebarn,Niederösterreich,48.32389,16.11806,2025-07-13,18.7,29.5,24.9,30.5,13.3,-1.0,-1.0,-1.0,11.7,0
4115,Wien Stammersdorf,Wien,48.30581,16.40556,2025-07-13,20.2,29.7,25.1,30.6,13.0,-1.0,-1.0,-1.0,12.8,10
4126,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-13,19.4,29.1,25.3,30.0,12.7,,-1.0,-1.0,11.7,0
4224,Gänserndorf Stadt,Niederösterreich,48.33778,16.71361,2025-07-13,18.5,29.2,24.8,30.6,13.7,-1.0,-1.0,-1.0,13.4,10
4305,Zwerndorf,Niederösterreich,48.33806,16.83139,2025-07-13,19.2,30.0,24.9,30.6,12.9,-1.0,-1.0,-1.0,13.1,10
4501,Ranshofen Braunau,Oberösterreich,48.22417,13.02833,2025-07-13,17.7,28.5,25.7,29.5,11.8,0.3,-1.0,-1.0,12.4,10
4515,Ostermiething,Oberösterreich,48.05306,12.83167,2025-07-13,16.6,28.4,23.1,28.8,11.3,0.4,-1.0,-1.0,11.4,10
4601,Aspach,Oberösterreich,48.18306,13.3,2025-07-13,18.6,27.6,25.5,28.5,10.7,-1.0,-1.0,-1.0,13.2,10
4611,Mattighofen,Oberösterreich,48.09722,13.15111,2025-07-13,16.9,27.0,23.6,28.2,11.3,0.2,-1.0,-1.0,12.7,10
4705,Ried im Innkreis,Oberösterreich,48.21722,13.475,2025-07-13,19.6,27.9,26.1,28.2,11.8,-1.0,-1.0,-1.0,12.2,0
4802,Gallspach,Oberösterreich,48.20422,13.825,2025-07-13,17.0,27.5,24.9,29.0,12.6,0.3,-1.0,-1.0,12.7,10
4815,Wolfsegg,Oberösterreich,48.10542,13.67092,2025-07-13,17.7,24.2,23.7,26.7,14.7,-1.0,-1.0,-1.0,11.6,0
4821,Vöcklabruck,Oberösterreich,48.0075,13.645833,2025-07-13,15.7,26.8,23.6,28.0,10.3,-1.0,-1.0,-1.0,11.5,10
4905,Wels-Schleißheim,Oberösterreich,48.16278,14.07139,2025-07-13,17.5,27.7,24.9,29.0,11.7,0.8,-1.0,-1.0,13.0,10
5000,Linz Hörsching Flughafen,Oberösterreich,48.23528,14.18806,2025-07-13,16.7,27.3,25.0,29.0,12.2,-1.0,-1.0,-1.0,12.7,0
5012,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-13,16.2,28.6,25.1,29.3,12.6,-1.0,-1.0,-1.0,12.9,10
5116,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-13,17.0,27.3,24.1,28.6,12.5,0.5,-1.0,-1.0,13.1,10
5130,Enns,Oberösterreich,48.19583,14.45028,2025-07-13,17.2,27.5,25.8,28.8,14.0,-1.0,-1.0,-1.0,13.4,10
5316,Amstetten,Niederösterreich,48.10889,14.895,2025-07-13,18.3,28.4,24.1,28.9,12.0,-1.0,-1.0,-1.0,11.2,10
5412,Oberndorf an der Melk,Niederösterreich,48.06239,15.21381,2025-07-13,16.6,28.2,22.2,29.6,11.3,0.1,-1.0,0.1,11.3,10
5413,Melk,Niederösterreich,48.20972,15.33139,2025-07-13,17.9,28.4,25.0,29.4,12.2,,,,12.9,10
5421,Wieselburg,Niederösterreich,48.12731,15.14672,2025-07-13,15.9,28.9,24.1,30.5,12.1,0.6,-1.0,-1.0,9.4,0
5609,St. Pölten Landhaus,Niederösterreich,48.19972,15.63111,2025-07-13,16.3,29.4,24.5,30.5,12.5,-1.0,-1.0,-1.0,12.5,10
5625,Lilienfeld-Tarschberg,Niederösterreich,48.02806,15.5875,2025-07-13,16.6,26.0,17.0,26.5,12.3,3.4,-1.0,3.4,10.2,10
5701,Klausen Leopoldsdorf,Niederösterreich,48.08864,16.00161,2025-07-13,16.9,29.1,23.2,29.8,8.6,-1.0,-1.0,-1.0,11.4,10
5735,Buchberg,Niederösterreich,48.21362,15.94495,2025-07-13,18.5,27.7,23.3,28.0,14.1,-1.0,-1.0,-1.0,13.1,10
5802,Wien Jubliäumswarte,Wien,48.22111,16.26528,2025-07-13,18.2,,,27.6,14.4,-1.0,-1.0,-1.0,12.8,0
5805,Wien Mariabrunn,Wien,48.20694,16.22944,2025-07-13,18.3,28.7,24.2,29.9,11.5,-1.0,-1.0,-1.0,11.1,10
5820,Brunn am Gebirge,Niederösterreich,48.10694,16.27,2025-07-13,19.2,28.5,23.1,29.1,13.0,-1.0,-1.0,-1.0,12.2,10
5882,Gumpoldskirchen,Niederösterreich,48.03583,16.28083,2025-07-13,19.0,27.9,23.0,29.8,12.7,0.5,,0.5,9.9,0
5904,Wien Hohe Warte,Wien,48.24861,16.35639,2025-07-13,19.3,29.2,24.9,30.2,14.0,-1.0,-1.0,-1.0,12.5,10
5917,Wien Unterlaa,Wien,48.125,16.41944,2025-07-13,19.0,28.5,24.3,29.7,13.5,-1.0,-1.0,-1.0,12.0,10
5925,Wien Innere Stadt,Wien,48.19833,16.36694,2025-07-13,19.3,29.5,26.3,31.5,15.9,-1.0,-1.0,-1.0,13.3,10
5935,Wien Donaufeld,Wien,48.25722,16.43139,2025-07-13,19.8,29.7,25.9,30.4,14.0,-1.0,-1.0,-1.0,11.1,10
5972,Groß-Enzersdorf,Niederösterreich,48.19975,16.55917,2025-07-13,18.8,29.4,24.6,30.2,13.3,-1.0,-1.0,-1.0,12.9,10
5990,Schwechat Flughafen,Niederösterreich,48.1175,16.58139,2025-07-13,19.2,28.9,22.9,30.0,12.5,-1.0,-1.0,-1.0,12.8,10
6102,Bruckneudorf,Burgenland,48.01278,16.845,2025-07-13,19.4,29.4,21.7,30.0,14.2,0.2,-1.0,0.2,10.2,10
6111,Bad Deutsch-Altenburg,Niederösterreich,48.13647,16.90675,2025-07-13,19.3,30.7,24.5,30.9,15.8,-1.0,-1.0,-1.0,11.2,10
6300,Salzburg Flughafen,Salzburg,47.78944,13.00861,2025-07-13,18.2,26.1,21.9,26.9,13.8,0.3,-1.0,0.3,10.7,10
6305,Salzburg Freisaal,Salzburg,47.79111,13.05417,2025-07-13,18.4,26.3,21.4,27.0,12.8,0.2,-1.0,0.2,7.5,10
6415,Mattsee,Salzburg,47.97722,13.10556,2025-07-13,17.5,26.5,23.4,27.1,13.2,-1.0,-1.0,-1.0,12.7,10
6430,Kolomansberg,Salzburg,47.87772,13.27519,2025-07-13,17.2,20.0,19.4,21.4,14.7,,,,9.8,0
6512,Mondsee,Oberösterreich,47.85083,13.34722,2025-07-13,18.0,27.0,23.4,27.6,12.3,0.1,-1.0,0.1,9.7,10
6540,Unterach am Attersee,Oberösterreich,47.802776,13.483611,2025-07-13,17.6,26.0,23.4,27.0,13.4,-1.0,-1.0,-1.0,8.6,10
6611,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-13,15.0,18.0,14.6,18.9,10.1,-1.0,-1.0,-1.0,9.9,10
6621,Altmünster,Oberösterreich,47.87917,13.77333,2025-07-13,18.3,27.2,23.7,27.9,12.5,-1.0,-1.0,-1.0,10.0,10
6804,Micheldorf,Oberösterreich,47.88388,14.117222,2025-07-13,18.0,27.1,23.2,28.1,14.8,-1.0,-1.0,-1.0,11.2,10
7002,Weyer,Oberösterreich,47.85719,14.66572,2025-07-13,16.3,27.8,20.5,28.9,11.4,0.8,,0.8,9.0,0
7013,Waidhofen an der Ybbs,Niederösterreich,47.94556,14.80972,2025-07-13,16.2,28.1,21.9,28.9,12.7,,-1.0,-1.0,,0
7110,Lunz am See,Niederösterreich,47.85436,15.06758,2025-07-13,11.1,26.8,16.7,27.2,9.5,,-1.0,,7.0,0
7221,Mariazell/St. Sebastian,Steiermark,47.78917,15.30222,2025-07-13,11.2,24.4,15.6,25.3,9.3,2.1,-1.0,1.9,7.2,10
7301,Kernhof-St. Aegyd am Neuwalde,Niederösterreich,47.819333,15.547972,2025-07-13,14.7,24.2,17.3,25.8,8.2,,,0.3,,0
7305,Krumbach,Niederösterreich,47.52806,16.18667,2025-07-13,20.8,26.9,18.8,27.6,11.9,,0.3,3.2,9.0,0
7505,Puchberg am Schneeberg,Niederösterreich,47.79028,15.90694,2025-07-13,17.9,25.6,17.9,26.9,10.2,,,,8.1,0
7531,Hohe Wand Hochkogelhaus,Niederösterreich,47.82222,16.035,2025-07-13,19.3,22.4,15.3,25.2,13.3,,-1.0,,9.2,0
7604,Wiener Neustadt Flugplatz,Niederösterreich,47.83233,16.23147,2025-07-13,19.6,27.8,19.7,29.3,12.6,,-1.0,21.4,9.5,0
7610,Gutenstein Mariahilfberg,Niederösterreich,47.87139,15.87611,2025-07-13,17.4,25.4,16.3,27.0,10.8,,-1.0,17.6,8.9,0
7641,Berndorf,Niederösterreich,47.93917,16.10111,2025-07-13,17.8,26.6,19.5,28.7,11.5,,-1.0,2.7,9.8,0
7653,Bad Vöslau,Niederösterreich,47.961111,16.209444,2025-07-13,19.1,27.0,20.1,29.5,12.7,,-1.0,,,0
7704,Eisenstadt Nordost,Burgenland,47.85417,16.53833,2025-07-13,18.4,29.4,19.4,30.1,14.1,7.3,0.1,7.3,9.7,10
7710,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-13,18.5,29.2,20.6,29.4,12.6,,,1.3,10.3,0
7714,Hornstein,Burgenland,47.877606,16.452103,2025-07-13,19.5,28.2,18.9,28.8,13.7,4.9,,4.9,9.5,0
7890,Neusiedl am See,Burgenland,47.94917,16.82889,2025-07-13,19.9,30.3,21.3,30.9,14.1,1.4,-1.0,1.4,10.3,10
7906,Neusiedl am See,Burgenland,47.95083,16.84167,2025-07-13,,,,,,,,,,0
7912,Podersdorf Strandbad,Burgenland,47.86611,16.83444,2025-07-13,20.0,30.4,22.7,30.5,13.6,,-1.0,,9.8,0
7956,Andau,Burgenland,47.77,17.03556,2025-07-13,19.9,30.0,22.2,30.5,13.6,4.2,-1.0,2.7,9.7,10
8301,Sulzberg,Vorarlberg,47.52194,9.91416,2025-07-13,15.0,22.4,22.4,24.6,13.9,,-1.0,-1.0,11.3,0
8806,Achenkirch,Tirol,47.49944,11.70667,2025-07-13,14.5,19.3,17.5,24.0,10.3,,0.8,,4.9,0
8807,Achenkirch,Tirol,47.5075,11.700833,2025-07-13,,,,,,,,,,0
9016,Kufstein,Tirol,47.57528,12.16278,2025-07-13,16.9,21.8,22.4,25.5,14.0,2.7,-1.0,2.5,7.0,10
9019,Söll,Tirol,47.50306,12.20028,2025-07-13,14.2,22.0,20.3,24.9,12.0,0.2,0.2,0.0,5.5,10
9105,Kirchdorf in Tirol,Tirol,47.56611,12.46306,2025-07-13,14.5,20.2,19.6,26.2,11.3,0.5,0.7,0.5,5.6,10
9110,Kössen,Tirol,47.66289,12.39381,2025-07-13,17.7,19.3,20.1,26.3,11.8,0.9,-1.0,0.9,8.9,10
9211,Lofer Ort,Salzburg,47.58444,12.69528,2025-07-13,15.5,24.5,19.4,27.0,13.5,9.2,0.3,9.2,5.5,10
9215,Loferer Alm,Salzburg,47.59778,12.64611,2025-07-13,13.4,15.5,15.3,19.3,11.6,2.3,0.1,2.3,7.2,10
9406,Golling,Salzburg,47.59114,13.18178,2025-07-13,17.2,27.2,20.9,27.7,13.9,8.2,-1.0,8.2,7.1,10
9501,Abtenau,Salzburg,47.56667,13.34333,2025-07-13,13.3,24.4,18.4,26.4,11.9,3.7,-1.0,3.7,5.8,0
9512,St. Wolfgang,Oberösterreich,47.74028,13.44194,2025-07-13,17.5,27.5,22.3,27.9,12.7,,-1.0,,8.3,0
9609,Bad Goisern,Oberösterreich,47.62194,13.64472,2025-07-13,15.2,26.7,20.0,27.1,11.9,,-1.0,0.7,8.8,0
9618,Bad Ischl,Oberösterreich,47.70619,13.64714,2025-07-13,17.0,27.6,21.4,28.5,13.6,0.3,-1.0,0.3,8.4,10
9643,Bad Aussee,Steiermark,47.6105,13.75844,2025-07-13,14.3,24.9,17.7,26.0,11.8,3.7,-1.0,3.7,9.0,10
9700,Bad Mitterndorf,Steiermark,47.55333,13.93472,2025-07-13,12.3,25.0,16.4,25.8,10.4,8.3,0.8,8.3,5.3,0
9801,Aigen im Ennstal,Steiermark,47.53278,14.13826,2025-07-13,13.0,26.2,16.7,26.8,11.1,10.1,1.9,10.1,5.2,10
9811,Irdning-Gumpenstein,Steiermark,47.495,14.09967,2025-07-13,13.3,26.0,16.5,26.2,10.0,4.4,2.6,4.4,5.9,10
9911,Hall bei Admont,Steiermark,47.59444,14.49083,2025-07-13,13.0,27.1,17.3,27.8,11.8,7.1,0.1,7.1,5.8,10
9919,Windischgarsten,Oberösterreich,47.72028,14.32611,2025-07-13,15.2,25.1,18.6,26.7,10.8,,-1.0,2.5,9.1,0
9925,Rottenmann,Steiermark,47.50767,14.43028,2025-07-13,13.3,23.4,17.3,24.6,9.6,7.4,3.5,7.4,6.6,10
10005,Mooslandl,Steiermark,47.64753,14.76167,2025-07-13,15.2,28.1,18.2,28.7,11.8,3.8,0.1,3.8,8.7,10
10111,Präbichl,Steiermark,47.52158,14.95416,2025-07-13,10.7,20.4,14.3,21.3,9.0,,2.2,,5.9,0
10200,Aflenz,Steiermark,47.54594,15.24069,2025-07-13,11.9,23.3,18.0,24.0,11.6,,1.9,,4.6,0
10401,Mürzzuschlag,Steiermark,47.60222,15.67278,2025-07-13,12.7,26.4,15.7,26.6,12.2,9.1,-1.0,9.1,6.4,10
10412,Rax Seilbahnbergstation,Niederösterreich,47.7175,15.77861,2025-07-13,14.7,17.0,14.8,18.5,10.7,,-1.0,,5.8,0
10415,Semmering,Niederösterreich,47.63325,15.82839,2025-07-13,10.7,23.4,14.7,24.1,10.1,0.6,0.1,0.5,6.1,0
10500,Mönichkirchen,Niederösterreich,47.51111,16.03333,2025-07-13,17.9,22.7,15.0,22.8,11.8,8.1,3.6,8.1,7.8,10
10510,Reichenau an der Rax,Niederösterreich,47.69972,15.83694,2025-07-13,17.7,28.8,19.0,29.2,11.4,0.2,,0.2,8.0,0
10531,Pottschach,Niederösterreich,47.70083,16.00806,2025-07-13,20.9,29.2,19.9,30.2,15.0,0.7,-1.0,0.7,8.9,10
10607,Aspang,Niederösterreich,47.575,16.10139,2025-07-13,15.4,26.0,19.3,27.3,9.7,0.1,0.3,0.1,5.9,10
10710,Mattersburg,Burgenland,47.745,16.38917,2025-07-13,17.5,27.9,20.0,30.0,13.3,1.3,0.1,1.3,8.1,10
10720,Neudorf bei Landsee,Burgenland,47.56278,16.38139,2025-07-13,22.3,27.9,21.6,28.2,14.9,1.8,-1.0,-1.0,10.5,10
11102,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-13,,,,,,0.1,-1.0,-1.0,,0
11104,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-13,20.0,27.7,27.2,29.1,16.0,-1.0,-1.0,-1.0,11.2,10
11106,Fraxern,Vorarlberg,47.31417,9.67444,2025-07-13,16.1,24.6,22.9,26.8,14.8,0.2,3.1,-1.0,8.0,10
11114,Dornbirn,Vorarlberg,47.4325,9.72556,2025-07-13,17.7,27.4,26.3,29.2,15.3,,7.9,,9.6,0
11115,Feldkirch,Vorarlberg,47.27111,9.60972,2025-07-13,18.1,27.6,26.2,29.5,16.1,,-1.0,,7.1,0
11116,Laterns-Gapfohl,Vorarlberg,47.27503,9.75992,2025-07-13,13.9,17.6,16.7,18.8,11.2,3.1,-1.0,2.8,7.2,10
11135,Alberschwende,Vorarlberg,47.4575,9.84861,2025-07-13,16.9,24.7,24.5,26.0,13.1,0.1,0.5,-1.0,9.8,10
11146,Rohrspitz,Vorarlberg,47.49722,9.63,2025-07-13,19.0,26.9,27.7,28.8,14.4,0.2,-1.0,-1.0,11.0,10
11200,Schoppernau,Vorarlberg,47.311111,10.018611,2025-07-13,,,,,,,,,,0
11203,Schoppernau,Vorarlberg,47.31139,10.01778,2025-07-13,13.8,23.1,19.2,24.6,11.0,1.6,4.8,1.2,5.2,10
11301,Schröcken,Vorarlberg,47.26167,10.08611,2025-07-13,12.6,21.4,18.9,22.4,12.1,3.1,1.5,1.4,7.1,10
11305,Warth,Vorarlberg,47.25583,10.18611,2025-07-13,11.1,19.8,17.8,21.0,10.4,3.7,3.5,1.3,5.7,0
11306,Warth,Vorarlberg,47.256943,10.185555,2025-07-13,,,,,,2.9,2.2,0.6,,0
11311,Mittelberg,Vorarlberg,47.32333,10.1525,2025-07-13,11.6,22.0,17.8,23.3,11.2,1.7,,1.0,5.8,0
11401,Holzgau,Tirol,47.262501,10.342222,2025-07-13,,,,,,2.0,4.2,0.6,,0
11402,Holzgau,Tirol,47.25758,10.33867,2025-07-13,12.5,21.8,18.6,23.4,11.1,1.9,4.0,0.7,6.6,10
11410,Tannheim,Tirol,47.50028,10.50583,2025-07-13,13.6,21.6,21.4,23.1,8.1,0.1,0.3,0.1,7.4,10
11505,Reutte,Tirol,47.49444,10.71528,2025-07-13,15.1,22.7,21.5,26.0,10.4,-1.0,,-1.0,6.6,0
11506,Reutte,Tirol,47.494999,10.715278,2025-07-13,,,,,,,0.1,-1.0,,0
11602,Ehrwald,Tirol,47.404724,10.920278,2025-07-13,,,,,,,,,,0
11603,Ehrwald,Tirol,47.40417,10.92,2025-07-13,13.1,22.5,21.6,25.0,11.1,1.3,3.0,1.2,4.9,10
11706,Seefeld,Tirol,47.32478,11.17542,2025-07-13,12.6,19.3,18.0,20.9,9.1,,0.7,,4.9,0
11800,Innsbruck Flughafen,Tirol,47.25888,11.35528,2025-07-13,,,,,,0.3,0.2,0.3,,0
11803,Innsbruck Universität,Tirol,47.25986,11.38425,2025-07-13,15.9,23.2,23.5,26.9,14.5,0.7,0.6,0.7,5.7,10
11804,Innsbruck Flughafen,Tirol,47.25999,11.35667,2025-07-13,15.9,22.3,23.3,25.3,13.7,0.3,0.2,0.3,5.9,10
11901,Jenbach,Tirol,47.38878,11.75814,2025-07-13,15.4,20.3,18.0,24.6,13.1,2.9,,2.9,4.0,0
