station,name,state,lat,lon,date,tl_i,tl_ii,tl_iii,tlmax,tlmin,rr,rr_i,rr_iii,so_h,so_h_flag
905,Retz,Niederösterreich,48.76111,15.94167,2025-07-10,15.5,18.9,18.2,21.7,13.0,0.2,-1.0,0.2,4.6,10
1401,Kollerschlag,Oberösterreich,48.60278,13.83917,2025-07-10,11.6,14.0,15.2,18.4,10.8,7.3,0.2,1.1,3.6,10
1416,Rohrbach,Oberösterreich,48.56722,14.00444,2025-07-10,12.2,17.5,16.6,,,,0.1,,,0
1602,Freistadt,Oberösterreich,48.49472,14.50639,2025-07-10,13.6,20.9,13.5,21.3,11.8,,0.3,5.0,2.1,0
1730,Schwarzau im Freiwald,Niederösterreich,48.668056,14.739445,2025-07-10,11.5,15.8,12.7,16.7,9.4,1.5,0.3,1.5,,10
1802,Weitra,Niederösterreich,48.70222,14.89861,2025-07-10,14.6,17.6,16.6,20.2,12.8,0.2,0.2,0.0,2.1,10
1906,Allentsteig,Niederösterreich,48.69083,15.36694,2025-07-10,13.4,17.0,14.2,18.9,11.1,6.1,0.2,3.4,5.3,10
1920,Stift Zwettl,Niederösterreich,48.61778,15.20361,2025-07-10,14.8,17.8,14.6,20.2,12.5,1.6,0.1,0.5,2.3,10
2116,Gars am Kamp,Niederösterreich,48.59194,15.7,2025-07-10,16.5,18.8,15.8,21.6,13.3,6.6,-1.0,6.6,3.4,10
2117,Horn Wasserwerk,Niederösterreich,48.674999,15.643888,2025-07-10,16.3,17.0,16.6,22.2,11.4,1.8,-1.0,1.7,3.9,10
2207,Schöngrabern,Niederösterreich,48.60333,16.06167,2025-07-10,15.7,21.7,17.5,22.8,12.9,0.2,-1.0,0.0,2.8,10
2401,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,2025-07-10,17.0,21.6,20.2,22.8,14.0,0.8,-1.0,0.6,4.5,10
2415,Leiser Berge,Niederösterreich,48.55889,16.37167,2025-07-10,14.1,17.7,17.3,20.5,11.8,0.2,-1.0,0.2,5.1,10
2430,Mistelbach,Niederösterreich,48.57083,16.60944,2025-07-10,16.2,21.5,20.3,23.6,13.6,0.3,-1.0,-1.0,4.7,10
2503,Poysdorf Ost,Niederösterreich,48.66917,16.6375,2025-07-10,15.8,21.4,20.3,23.5,13.7,-1.0,-1.0,-1.0,6.6,10
2602,Hohenau,Niederösterreich,48.605835,16.913055,2025-07-10,16.3,22.8,22.5,24.1,14.9,0.5,-1.0,0.5,5.9,10
2902,Reichersberg,Oberösterreich,48.33111,13.37611,2025-07-10,13.2,18.6,16.6,21.1,12.7,5.4,1.3,2.0,2.7,10
2910,Schärding,Oberösterreich,48.46428,13.43453,2025-07-10,13.9,18.5,17.9,21.2,13.5,0.8,0.8,0.5,2.9,10
3111,Waizenkirchen,Oberösterreich,48.32656,13.86458,2025-07-10,,,,,,,,,2.6,10
3202,Linz Stadt,Oberösterreich,48.29639,14.28528,2025-07-10,14.4,20.0,15.6,20.8,14.3,9.5,0.2,5.3,1.5,10
3315,Reichenau im Mühlkreis,Oberösterreich,48.45917,14.34556,2025-07-10,12.2,19.4,13.6,19.9,11.4,3.6,0.0,1.8,3.3,10
3425,Bad Zell,Oberösterreich,48.355,14.66361,2025-07-10,12.6,19.0,13.3,19.7,11.5,3.6,0.3,2.7,2.0,10
3520,Bärnkopf,Niederösterreich,48.39111,15.00278,2025-07-10,11.2,15.8,11.4,16.8,8.8,1.1,0.6,1.1,1.9,10
3702,Jauerling Gipfel,Niederösterreich,48.33447,15.33911,2025-07-10,10.8,13.3,11.4,15.8,9.6,1.1,-1.0,1.1,1.4,10
3805,Krems,Niederösterreich,48.41861,15.62222,2025-07-10,18.0,20.4,16.6,23.0,14.8,8.9,-1.0,8.1,2.1,10
3811,Langenlois,Niederösterreich,48.4725,15.69722,2025-07-10,17.4,21.1,17.1,22.3,15.4,0.7,-1.0,0.5,2.1,10
4026,Stockerau Flugplatz,Niederösterreich,48.409833,16.190861,2025-07-10,17.0,20.0,16.4,21.9,14.2,0.6,-1.0,0.3,2.4,10
4081,Langenlebarn,Niederösterreich,48.32389,16.11806,2025-07-10,16.9,22.2,16.5,22.7,14.9,1.1,-1.0,0.8,1.5,10
4115,Wien Stammersdorf,Wien,48.30581,16.40556,2025-07-10,17.0,21.3,17.9,21.5,15.6,5.2,-1.0,4.9,3.9,10
4126,Wolkersdorf,Niederösterreich,48.388056,16.508889,2025-07-10,16.5,19.6,19.6,21.7,14.8,0.2,-1.0,0.1,3.8,10
4224,Gänserndorf Stadt,Niederösterreich,48.33778,16.71361,2025-07-10,16.6,21.1,19.8,23.2,14.6,-1.0,-1.0,-1.0,3.7,10
4305,Zwerndorf,Niederösterreich,48.33806,16.83139,2025-07-10,16.5,22.7,20.6,23.4,14.6,0.6,-1.0,0.6,5.3,10
4501,Ranshofen Braunau,Oberösterreich,48.22417,13.02833,2025-07-10,13.8,20.0,18.1,20.5,12.6,4.1,0.4,2.9,0.9,10
4515,Ostermiething,Oberösterreich,48.05306,12.83167,2025-07-10,14.1,20.5,17.3,20.8,13.2,0.3,-1.0,0.1,1.9,10
4601,Aspach,Oberösterreich,48.18306,13.3,2025-07-10,14.0,15.9,16.0,19.3,13.0,6.4,0.3,4.9,2.0,10
4611,Mattighofen,Oberösterreich,48.09722,13.15111,2025-07-10,13.1,18.2,16.9,19.6,12.2,0.3,1.7,0.0,1.2,10
4705,Ried im Innkreis,Oberösterreich,48.21722,13.475,2025-07-10,13.7,14.0,16.6,19.7,12.8,13.5,1.1,11.0,1.8,10
4802,Gallspach,Oberösterreich,48.20422,13.825,2025-07-10,12.9,16.3,17.1,20.6,12.5,2.0,0.7,2.0,1.9,10
4815,Wolfsegg,Oberösterreich,48.10542,13.67092,2025-07-10,12.1,15.2,14.6,18.2,11.0,7.5,1.7,4.5,2.4,0
4821,Vöcklabruck,Oberösterreich,48.0075,13.645833,2025-07-10,13.2,17.5,15.1,19.4,12.1,10.9,0.6,8.5,1.3,10
4905,Wels-Schleißheim,Oberösterreich,48.16278,14.07139,2025-07-10,14.0,16.8,17.7,21.1,13.9,3.6,0.2,1.8,1.9,10
5000,Linz Hörsching Flughafen,Oberösterreich,48.23528,14.18806,2025-07-10,14.0,19.6,17.9,21.7,13.4,5.9,0.1,0.3,2.3,10
5012,Kremsmünster,Oberösterreich,48.055,14.13111,2025-07-10,13.5,16.1,17.5,20.6,13.4,7.9,0.6,4.1,2.6,10
5116,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,2025-07-10,13.6,17.4,17.5,19.8,13.5,6.4,0.2,1.2,0.8,10
5130,Enns,Oberösterreich,48.19583,14.45028,2025-07-10,13.6,18.8,14.3,19.5,13.6,10.9,0.0,6.2,1.3,10
5316,Amstetten,Niederösterreich,48.10889,14.895,2025-07-10,15.7,20.6,14.9,22.3,14.5,8.8,0.1,8.2,1.9,10
5412,Oberndorf an der Melk,Niederösterreich,48.06239,15.21381,2025-07-10,15.5,18.9,15.7,20.5,14.9,10.4,-1.0,10.4,1.4,10
5413,Melk,Niederösterreich,48.20972,15.33139,2025-07-10,14.9,19.0,15.4,21.1,14.1,,,,1.6,10
5421,Wieselburg,Niederösterreich,48.12731,15.14672,2025-07-10,15.4,20.7,15.5,21.9,14.6,17.6,-1.0,17.3,1.9,10
5609,St. Pölten Landhaus,Niederösterreich,48.19972,15.63111,2025-07-10,15.8,19.1,15.8,20.6,14.3,2.6,-1.0,1.9,2.0,10
5625,Lilienfeld-Tarschberg,Niederösterreich,48.02806,15.5875,2025-07-10,11.9,14.7,13.1,17.0,11.5,3.3,0.2,2.4,1.6,10
5701,Klausen Leopoldsdorf,Niederösterreich,48.08864,16.00161,2025-07-10,15.9,18.6,14.1,19.9,13.9,2.0,-1.0,1.7,2.5,10
5735,Buchberg,Niederösterreich,48.21362,15.94495,2025-07-10,13.6,15.6,13.4,20.4,12.2,6.0,-1.0,5.6,0.9,10
5802,Wien Jubliäumswarte,Wien,48.22111,16.26528,2025-07-10,14.1,15.3,14.2,17.0,12.7,7.6,-1.0,7.4,2.1,10
5805,Wien Mariabrunn,Wien,48.20694,16.22944,2025-07-10,16.6,20.7,16.4,21.2,14.7,2.9,-1.0,2.8,1.6,10
5820,Brunn am Gebirge,Niederösterreich,48.10694,16.27,2025-07-10,16.0,18.3,16.4,20.0,15.0,5.8,-1.0,5.8,1.8,10
5882,Gumpoldskirchen,Niederösterreich,48.03583,16.28083,2025-07-10,16.5,19.2,16.9,20.7,15.5,3.3,-1.0,3.3,2.2,10
5904,Wien Hohe Warte,Wien,48.24861,16.35639,2025-07-10,17.2,20.0,17.1,20.5,15.9,7.1,-1.0,6.8,3.3,10
5917,Wien Unterlaa,Wien,48.125,16.41944,2025-07-10,17.0,19.8,17.4,20.3,15.4,3.4,-1.0,3.4,2.6,10
5925,Wien Innere Stadt,Wien,48.19833,16.36694,2025-07-10,17.2,20.8,18.0,21.2,16.3,3.9,-1.0,3.9,2.7,10
5935,Wien Donaufeld,Wien,48.25722,16.43139,2025-07-10,17.3,21.4,18.2,22.0,16.1,4.7,-1.0,4.7,3.9,10
5972,Groß-Enzersdorf,Niederösterreich,48.19975,16.55917,2025-07-10,18.0,17.5,18.6,21.1,16.5,6.2,-1.0,6.2,3.6,10
5990,Schwechat Flughafen,Niederösterreich,48.1175,16.58139,2025-07-10,17.6,19.6,18.4,21.9,15.8,8.1,-1.0,8.1,4.5,10
6102,Bruckneudorf,Burgenland,48.01278,16.845,2025-07-10,18.0,18.3,18.8,22.1,15.3,1.3,-1.0,1.3,7.5,10
6111,Bad Deutsch-Altenburg,Niederösterreich,48.13647,16.90675,2025-07-10,17.0,22.3,19.4,23.9,15.4,0.1,-1.0,0.1,6.9,10
6300,Salzburg Flughafen,Salzburg,47.78944,13.00861,2025-07-10,13.1,15.2,15.8,17.0,12.4,6.1,1.6,4.5,0.2,10
6305,Salzburg Freisaal,Salzburg,47.79111,13.05417,2025-07-10,13.0,15.4,15.5,16.9,12.1,3.4,1.6,3.2,0.0,10
6415,Mattsee,Salzburg,47.97722,13.10556,2025-07-10,14.3,16.5,16.7,18.2,12.6,2.6,1.5,1.9,2.0,10
6430,Kolomansberg,Salzburg,47.87772,13.27519,2025-07-10,8.8,12.1,12.2,13.4,8.4,,,,1.4,0
6512,Mondsee,Oberösterreich,47.85083,13.34722,2025-07-10,13.7,17.9,16.4,19.1,12.1,4.3,0.7,3.5,0.5,10
6540,Unterach am Attersee,Oberösterreich,47.802776,13.483611,2025-07-10,13.0,17.2,14.6,19.1,11.7,2.4,1.4,1.1,0.4,10
6611,Feuerkogel,Oberösterreich,47.81667,13.71778,2025-07-10,5.8,8.3,8.0,9.4,4.5,13.7,5.5,5.3,0.4,10
6621,Altmünster,Oberösterreich,47.87917,13.77333,2025-07-10,13.3,16.8,14.8,18.3,12.6,12.5,0.6,5.9,0.5,10
6804,Micheldorf,Oberösterreich,47.88388,14.117222,2025-07-10,13.0,17.3,16.6,19.0,12.4,2.2,1.3,1.0,1.1,10
7002,Weyer,Oberösterreich,47.85719,14.66572,2025-07-10,14.3,15.2,15.0,19.3,12.3,22.2,1.9,9.8,0.9,10
7013,Waidhofen an der Ybbs,Niederösterreich,47.94556,14.80972,2025-07-10,13.9,17.7,14.5,19.7,13.3,9.7,0.6,3.3,1.2,10
7110,Lunz am See,Niederösterreich,47.85436,15.06758,2025-07-10,13.7,15.2,12.5,18.0,12.5,12.8,0.5,9.7,0.7,10
7221,Mariazell/St. Sebastian,Steiermark,47.78917,15.30222,2025-07-10,11.8,12.9,11.2,16.4,11.2,5.7,0.0,3.5,1.4,10
7301,Kernhof-St. Aegyd am Neuwalde,Niederösterreich,47.819333,15.547972,2025-07-10,13.1,16.1,12.1,17.6,11.6,,0.4,14.0,,0
7305,Krumbach,Niederösterreich,47.52806,16.18667,2025-07-10,15.4,18.1,15.9,18.7,12.2,0.4,-1.0,0.1,3.1,10
7505,Puchberg am Schneeberg,Niederösterreich,47.79028,15.90694,2025-07-10,14.4,16.0,15.1,18.7,14.0,5.4,0.0,1.6,2.3,10
7531,Hohe Wand Hochkogelhaus,Niederösterreich,47.82222,16.035,2025-07-10,11.2,12.3,11.8,14.3,10.7,4.5,-1.0,1.2,2.7,10
7604,Wiener Neustadt Flugplatz,Niederösterreich,47.83233,16.23147,2025-07-10,18.0,19.7,18.1,21.3,15.8,0.2,-1.0,0.1,3.7,10
7610,Gutenstein Mariahilfberg,Niederösterreich,47.87139,15.87611,2025-07-10,12.9,14.0,13.3,17.0,12.6,,0.0,1.5,1.4,0
7641,Berndorf,Niederösterreich,47.93917,16.10111,2025-07-10,18.4,20.0,16.2,20.7,14.7,0.9,-1.0,0.8,3.7,10
7653,Bad Vöslau,Niederösterreich,47.961111,16.209444,2025-07-10,16.6,19.4,16.0,20.4,15.2,1.2,-1.0,1.2,,10
7704,Eisenstadt Nordost,Burgenland,47.85417,16.53833,2025-07-10,17.2,18.6,17.3,20.4,16.0,9.5,-1.0,9.5,4.1,10
7710,Seibersdorf,Niederösterreich,47.975,16.504444,2025-07-10,17.4,18.5,17.9,20.0,15.4,5.9,-1.0,5.9,4.0,10
7714,Hornstein,Burgenland,47.877606,16.452103,2025-07-10,16.9,17.7,17.6,19.7,14.5,3.6,-1.0,3.6,4.5,10
7890,Neusiedl am See,Burgenland,47.94917,16.82889,2025-07-10,18.5,17.1,19.4,21.8,15.6,2.0,-1.0,2.0,8.0,10
7906,Neusiedl am See,Burgenland,47.95083,16.84167,2025-07-10,,,,,,,,,,0
7912,Podersdorf Strandbad,Burgenland,47.86611,16.83444,2025-07-10,17.6,19.5,19.1,19.9,15.2,4.5,-1.0,4.5,5.9,10
7956,Andau,Burgenland,47.77,17.03556,2025-07-10,17.7,20.7,19.2,22.0,15.7,-1.0,-1.0,-1.0,5.7,10
8301,Sulzberg,Vorarlberg,47.52194,9.91416,2025-07-10,9.8,18.1,17.9,19.6,9.0,-1.0,-1.0,-1.0,10.9,10
8806,Achenkirch,Tirol,47.49944,11.70667,2025-07-10,10.8,17.0,16.2,19.3,9.0,-1.0,-1.0,-1.0,3.4,10
8807,Achenkirch,Tirol,47.5075,11.700833,2025-07-10,,,,,,-1.0,,,,0
9016,Kufstein,Tirol,47.57528,12.16278,2025-07-10,13.0,20.7,19.0,21.8,11.9,0.7,1.8,0.0,3.2,10
9019,Söll,Tirol,47.50306,12.20028,2025-07-10,11.4,18.6,17.2,20.2,10.0,1.7,0.6,-1.0,3.6,10
9105,Kirchdorf in Tirol,Tirol,47.56611,12.46306,2025-07-10,11.8,18.5,16.5,19.4,10.6,4.9,0.7,-1.0,1.7,10
9110,Kössen,Tirol,47.66289,12.39381,2025-07-10,12.3,18.3,18.0,19.3,10.8,2.9,0.5,-1.0,0.9,10
9211,Lofer Ort,Salzburg,47.58444,12.69528,2025-07-10,12.4,17.9,15.7,18.8,10.8,2.2,0.7,-1.0,0.5,10
9215,Loferer Alm,Salzburg,47.59778,12.64611,2025-07-10,6.4,9.6,9.7,11.4,5.5,5.4,0.6,-1.0,0.7,10
9406,Golling,Salzburg,47.59114,13.18178,2025-07-10,12.7,16.7,15.0,17.0,11.6,,1.8,1.3,0.2,0
9501,Abtenau,Salzburg,47.56667,13.34333,2025-07-10,11.3,15.4,14.0,16.7,10.5,4.6,3.0,2.1,0.4,10
9512,St. Wolfgang,Oberösterreich,47.74028,13.44194,2025-07-10,12.8,17.9,14.3,17.9,11.8,7.5,1.8,4.5,0.2,10
9609,Bad Goisern,Oberösterreich,47.62194,13.64472,2025-07-10,11.7,15.0,13.6,16.3,11.3,7.8,1.6,3.9,0.4,10
9618,Bad Ischl,Oberösterreich,47.70619,13.64714,2025-07-10,12.1,15.5,13.7,16.7,11.5,10.9,3.4,4.3,0.7,10
9643,Bad Aussee,Steiermark,47.6105,13.75844,2025-07-10,10.8,13.4,12.5,15.5,10.3,20.3,7.0,6.1,0.1,10
9700,Bad Mitterndorf,Steiermark,47.55333,13.93472,2025-07-10,10.4,12.8,12.7,14.7,9.9,13.6,6.7,2.6,0.5,10
9801,Aigen im Ennstal,Steiermark,47.53278,14.13826,2025-07-10,12.1,14.7,15.4,17.0,11.2,8.0,0.7,0.4,0.8,10
9811,Irdning-Gumpenstein,Steiermark,47.495,14.09967,2025-07-10,11.4,14.0,13.8,16.1,10.7,7.3,1.7,0.8,0.5,10
9911,Hall bei Admont,Steiermark,47.59444,14.49083,2025-07-10,11.7,17.2,14.1,17.9,10.9,5.1,4.1,2.2,1.3,10
9919,Windischgarsten,Oberösterreich,47.72028,14.32611,2025-07-10,12.1,15.7,14.9,18.1,11.5,,6.6,2.5,0.9,0
9925,Rottenmann,Steiermark,47.50767,14.43028,2025-07-10,11.0,15.3,14.5,15.9,10.4,4.9,3.5,0.5,0.3,10
10005,Mooslandl,Steiermark,47.64753,14.76167,2025-07-10,12.6,18.6,14.3,19.7,12.1,16.8,2.5,7.3,1.0,10
10111,Präbichl,Steiermark,47.52158,14.95416,2025-07-10,8.3,13.1,9.4,13.3,8.2,18.6,4.4,5.2,0.7,10
10200,Aflenz,Steiermark,47.54594,15.24069,2025-07-10,11.4,17.0,11.6,17.4,10.7,,,,1.4,10
10401,Mürzzuschlag,Steiermark,47.60222,15.67278,2025-07-10,13.6,15.9,12.7,17.7,12.6,4.6,0.2,4.5,0.8,10
10412,Rax Seilbahnbergstation,Niederösterreich,47.7175,15.77861,2025-07-10,6.0,7.1,7.2,9.0,5.9,3.1,0.5,2.6,0.9,10
10415,Semmering,Niederösterreich,47.63325,15.82839,2025-07-10,11.2,12.5,10.4,14.1,10.4,1.5,0.1,1.5,0.5,10
10500,Mönichkirchen,Niederösterreich,47.51111,16.03333,2025-07-10,12.9,14.8,11.7,15.4,11.2,1.6,-1.0,1.4,3.2,10
10510,Reichenau an der Rax,Niederösterreich,47.69972,15.83694,2025-07-10,15.4,15.4,14.9,19.2,14.5,1.8,0.2,1.4,1.6,10
10531,Pottschach,Niederösterreich,47.70083,16.00806,2025-07-10,16.4,16.8,17.3,19.6,15.6,0.7,-1.0,0.3,3.5,10
10607,Aspang,Niederösterreich,47.575,16.10139,2025-07-10,16.0,18.7,14.0,19.7,12.2,1.9,-1.0,0.7,1.6,10
10710,Mattersburg,Burgenland,47.745,16.38917,2025-07-10,17.4,19.4,17.9,20.7,15.6,0.5,-1.0,0.5,4.2,10
10720,Neudorf bei Landsee,Burgenland,47.56278,16.38139,2025-07-10,17.1,18.1,17.2,20.2,14.5,0.2,-1.0,0.2,3.8,10
11102,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-10,,,,,,-1.0,-1.0,-1.0,,0
11104,Bregenz,Vorarlberg,47.49917,9.74611,2025-07-10,12.7,22.7,21.9,24.0,10.0,-1.0,-1.0,-1.0,13.3,10
11106,Fraxern,Vorarlberg,47.31417,9.67444,2025-07-10,11.8,21.1,19.1,21.9,9.0,-1.0,-1.0,-1.0,13.6,10
11114,Dornbirn,Vorarlberg,47.4325,9.72556,2025-07-10,12.9,22.7,22.5,24.0,9.1,-1.0,-1.0,-1.0,12.6,10
11115,Feldkirch,Vorarlberg,47.27111,9.60972,2025-07-10,13.0,23.6,21.3,24.7,10.3,-1.0,-1.0,-1.0,13.9,10
11116,Laterns-Gapfohl,Vorarlberg,47.27503,9.75992,2025-07-10,9.0,12.0,12.4,14.1,5.1,-1.0,-1.0,-1.0,8.3,10
11135,Alberschwende,Vorarlberg,47.4575,9.84861,2025-07-10,10.6,20.4,20.5,21.5,6.9,-1.0,-1.0,-1.0,12.0,10
11146,Rohrspitz,Vorarlberg,47.49722,9.63,2025-07-10,14.0,22.3,22.5,23.2,11.2,-1.0,-1.0,-1.0,13.3,10
11200,Schoppernau,Vorarlberg,47.311111,10.018611,2025-07-10,,,,,,,,,,0
11203,Schoppernau,Vorarlberg,47.31139,10.01778,2025-07-10,8.2,20.2,17.9,21.1,3.8,-1.0,-1.0,-1.0,8.8,10
11301,Schröcken,Vorarlberg,47.26167,10.08611,2025-07-10,8.7,18.1,14.7,18.7,5.4,-1.0,-1.0,-1.0,5.8,10
11305,Warth,Vorarlberg,47.25583,10.18611,2025-07-10,4.4,13.7,12.3,16.2,2.4,-1.0,-1.0,-1.0,6.0,10
11306,Warth,Vorarlberg,47.256943,10.185555,2025-07-10,,,,,,-1.0,-1.0,-1.0,,0
11311,Mittelberg,Vorarlberg,47.32333,10.1525,2025-07-10,7.7,15.7,14.1,16.6,4.0,-1.0,-1.0,-1.0,4.2,10
11401,Holzgau,Tirol,47.262501,10.342222,2025-07-10,,,,,,-1.0,-1.0,-1.0,,0
11402,Holzgau,Tirol,47.25758,10.33867,2025-07-10,7.9,18.2,15.8,18.7,4.3,-1.0,-1.0,-1.0,8.3,10
11410,Tannheim,Tirol,47.50028,10.50583,2025-07-10,9.3,16.7,15.7,18.4,4.7,-1.0,-1.0,-1.0,5.4,10
11505,Reutte,Tirol,47.49444,10.71528,2025-07-10,10.9,18.9,17.2,19.8,7.7,-1.0,-1.0,-1.0,7.6,10
11506,Reutte,Tirol,47.494999,10.715278,2025-07-10,,,,,,-1.0,-1.0,-1.0,,0
11602,Ehrwald,Tirol,47.404724,10.920278,2025-07-10,,,,,,,,,,0
11603,Ehrwald,Tirol,47.40417,10.92,2025-07-10,8.4,17.8,16.5,18.3,5.8,-1.0,-1.0,-1.0,1.2,10
11706,Seefeld,Tirol,47.32478,11.17542,2025-07-10,10.3,16.4,15.1,17.2,4.5,-1.0,-1.0,-1.0,5.0,10
11800,Innsbruck Flughafen,Tirol,47.25888,11.35528,2025-07-10,,,,,,-1.0,-1.0,-1.0,,0
11803,Innsbruck Universität,Tirol,47.25986,11.38425,2025-07-10,11.9,22.8,20.1,23.2,11.4,-1.0,-1.0,-1.0,3.5,10
11804,Innsbruck Flughafen,Tirol,47.25999,11.35667,2025-07-10,11.6,21.5,19.5,22.3,10.4,-1.0,-1.0,-1.0,4.7,10
11901,Jenbach,Tirol,47.38878,11.75814,2025-07-10,12.8,19.8,19.3,22.3,11.6,-1.0,0.1,-1.0,3.7,10
12015,Alpbach,Tirol,47.39667,11.93944,2025-07-10,10.4,17.4,16.3,19.5,9.4,0.3,-1.0,-1.0,3.8,10
12016,Alpbach,Tirol,47.39639,11.94055,2025-07-10,,,,,,,,,,0
12203,Kitzbühel,Tirol,47.44389,12.38917,2025-07-10,11.7,18.6,16.7,19.1,10.3,,1.3,-1.0,1.6,0
12215,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,2025-07-10,4.9,9.4,8.5,11.2,4.0,,,,1.9,10
12216,Hahnenkamm-Sonnenrast,Tirol,47.409168,12.359445,2025-07-10,,,,,,4.4,0.9,-1.0,,10
12231,Mittersill,Salzburg,47.279167,12.495833,2025-07-10,11.1,17.3,15.2,19.0,10.0,4.0,0.2,-1.0,0.8,10
12302,Saalbach,Salzburg,47.38789,12.64844,2025-07-10,10.3,15.3,12.9,17.5,8.8,5.1,0.7,-1.0,0.9,10
12311,Schmittenhöhe,Salzburg,47.32872,12.73794,2025-07-10,3.8,7.0,6.1,9.7,2.6,5.3,0.5,-1.0,1.2,10
12323,Zell am See,Salzburg,47.29,12.78639,2025-07-10,11.5,16.7,14.1,18.5,10.3,2.7,0.1,-1.0,0.8,10
12351,Hochfilzen,Tirol,47.47028,12.62111,2025-07-10,9.6,15.4,13.4,15.9,8.8,4.3,1.8,-1.0,0.7,10
12352,Hochflizen,Tirol,47.470276,12.621111,2025-07-10,,,,,,4.8,2.1,-1.0,,0
12504,Bischofshofen,Salzburg,47.40667,13.22111,2025-07-10,12.5,17.0,15.3,17.8,11.4,5.1,0.2,0.4,0.5,10
12506,Bischofshofen-Buchberg,Salzburg,47.400002,13.216666,2025-07-10,,,,,,,,,,10
12513,St. Veit im Pongau,Salzburg,47.32917,13.155,2025-07-10,12.0,15.6,14.3,16.6,10.8,1.2,-1.0,0.5,0.2,10
12530,St. Johann im Pongau,Salzburg,47.31981,13.18672,2025-07-10,12.5,15.2,13.7,16.6,11.1,,0.0,1.1,,0
12616,Radstadt-Tandalier,Salzburg,47.38,13.44083,2025-07-10,10.7,15.4,12.5,17.7,9.6,6.0,0.8,1.6,0.7,10
12711,Ramsau am Dachstein,Steiermark,47.42514,13.63428,2025-07-10,8.5,11.3,10.9,13.3,7.6,12.6,3.3,2.4,0.8,10
12720,Dachstein-Hunerkogel,Oberösterreich,47.46778,13.62639,2025-07-10,,,,,,,,,0.1,10
12721,Dachstein-Schladminger Gletscher,Oberösterreich,47.474445,13.6325,2025-07-10,-0.3,0.0,0.5,0.6,-0.6,,3.8,3.9,,0
12811,Gröbming,Steiermark,47.44678,13.90422,2025-07-10,10.9,16.0,12.9,16.8,10.1,15.4,3.0,1.8,0.2,10
13116,Seckau,Steiermark,47.27083,14.77861,2025-07-10,11.9,16.9,14.8,19.0,10.3,0.6,0.2,0.0,1.8,0
13120,Kalwang,Steiermark,47.42126,14.75961,2025-07-10,12.0,17.3,13.6,18.1,10.8,4.4,1.0,0.8,1.8,10
13302,Bruck an der Mur,Steiermark,47.40556,15.24972,2025-07-10,16.4,21.2,17.7,21.6,14.8,0.1,0.0,0.0,0.9,10
13308,Frohnleiten,Steiermark,47.25556,15.315,2025-07-10,16.9,20.3,17.6,21.4,13.0,,-1.0,0.0,1.9,0
13312,Leoben,Steiermark,47.37833,15.08667,2025-07-10,15.4,21.1,16.9,21.5,13.7,,0.0,0.1,2.8,0
13401,Kapfenberg Flugfeld,Steiermark,47.45833,15.33556,2025-07-10,14.0,18.6,15.2,19.5,12.2,0.2,0.1,0.2,1.3,10
13515,Fischbach,Steiermark,47.44417,15.64389,2025-07-10,12.1,13.1,10.9,15.1,10.5,2.8,-1.0,2.8,0.8,10
13605,Hartberg,Steiermark,47.28056,15.97861,2025-07-10,19.7,20.9,17.7,22.4,12.4,0.0,0.0,0.0,4.3,10
13606,Rohrbach an der Lafnitz/Eichberg,Steiermark,47.4,15.93694,2025-07-10,15.1,16.6,13.6,17.8,12.8,0.7,-1.0,0.7,4.5,10
13640,Kroisegg,Burgenland,47.378613,16.042223,2025-07-10,16.2,19.0,15.7,20.2,8.9,-1.0,-1.0,-1.0,1.0,10
13702,Bernstein,Burgenland,47.40833,16.26139,2025-07-10,15.8,17.3,15.9,19.0,12.9,-1.0,-1.0,-1.0,5.0,10
13707,Bad Tatzmannsdorf,Burgenland,47.328056,16.228056,2025-07-10,18.9,20.4,17.5,21.9,8.3,-1.0,-1.0,-1.0,6.2,10
13811,Rechnitz,Burgenland,47.30139,16.45417,2025-07-10,18.5,20.2,19.4,22.2,12.6,0.0,-1.0,0.0,6.2,10
13907,Lutzmannsburg,Burgenland,47.46528,16.64556,2025-07-10,18.3,19.2,18.6,21.8,14.4,0.8,-1.0,0.8,3.6,10
14103,Bludenz,Vorarlberg,47.14778,9.82944,2025-07-10,12.9,24.0,20.9,24.2,9.1,-1.0,-1.0,-1.0,12.7,10
14105,Bludenz,Vorarlberg,47.142222,9.835834,2025-07-10,,,,,,,,,,0
14115,Brand,Vorarlberg,47.10306,9.73833,2025-07-10,6.8,19.5,13.8,20.8,6.2,-1.0,-1.0,-1.0,9.2,10
14301,St. Anton am Arlberg,Tirol,47.13167,10.27,2025-07-10,,,,,,,,,,
14302,St. Anton am Arlberg,Tirol,47.13139,10.26667,2025-07-10,7.5,16.8,15.3,18.8,3.4,-1.0,-1.0,-1.0,7.1,10
14305,Galzig,Tirol,47.12972,10.23028,2025-07-10,4.4,9.8,7.5,10.9,3.1,-1.0,-1.0,-1.0,7.7,10
14308,Valluga,Tirol,47.1575,10.21278,2025-07-10,-2.3,0.7,1.7,1.8,-3.2,,,,,10
